Fe,Mn,Ni,Co,Cr,V,Al,D1,D2,D10,D16,D19,D21,class
0.441213,0.108449,0.121509,0.199762,0.060999,0.060989,0.007077,-3.780961432,-1.18003182,25.16335403,230.6525843,3.436709992,0.013114695,2
0.275504,0.067528,0.083976,0.357434,0.137289,0.06472,0.013549,-2.67574586,-1.13920807,24.8855211,226.721586,3.234399132,0.012809702,2
0.10557,0.087457,0.400706,0.292793,0.055475,0.03387,0.024129,-0.67442206,0.56378372,25.3894714,190.867466,5.290293666,0.014278518,2
0.071384,0.098963,0.03438,0.646352,0.072703,0.070888,0.00533,-1.94590868,-0.86353947,24.90939,201.452072,1.737064774,0.014375042,2
0.08937,0.601351,0.085156,0.153553,0.036939,0.028543,0.005088,-2.56452282,-0.79876116,25.7839333,217.907068,1.953861351,0.022642738,2
0.654771,0.127109,0.101591,0.03595,0.028715,0.028704,0.023158,-5.211439073,-1.371055202,25.26506713,241.1273653,3.668157635,0.012091754,0
0.181074,0.168986,0.018531,0.405709,0.090114,0.13119,0.004396,-2.51760894,-1.38739186,25.0072019,223.107116,1.853517192,0.017812149,2
0.332104,0.301562,0.090422,0.174409,0.027889,0.061328,0.012286,-3.54640578,-1.08595562,25.4264505,225.04463,2.922839129,0.020732969,1
0.165397,0.234499,0.346496,0.077034,0.056254,0.101648,0.018672,-1.24630411,-0.0505088,25.566393,210.807031,6.23289542,0.02275416,2
0.073905,0.046779,0.253699,0.329549,0.252213,0.043643,0.000212,-0.57648241,-0.49123795,24.8480663,223.964165,4.94573632,0.014377288,2
0.054409,0.123409,0.454438,0.076115,0.205475,0.063367,0.022787,0.30831887,0.35279572,25.2766576,214.930431,7.211051224,0.020139719,2
0.076786,0.215064,0.011404,0.446443,0.135525,0.112614,0.002164,-1.91815248,-1.3146141,24.9671325,222.393052,1.595238959,0.019683498,2
0.034296,0.102613,0.238585,0.539321,0.035687,0.028093,0.021404,-1.031700002,0.195427245,25.21080561,184.042455,3.605692266,0.014110288,2
0.204017,0.076764,0.045826,0.56981,0.042811,0.052846,0.007926,-2.76098859,-0.90988111,24.9722374,205.212931,1.993774066,0.011391094,2
0.151811,0.039022,0.426046,0.155952,0.117738,0.102458,0.006973,-0.51705871,0.12919068,25.2873911,210.156231,6.792112347,0.013891441,2
0.584114,0.199064,0.07005,0.056166,0.021483,0.03848,0.030643,-4.96719464,-1.35716915,25.3181329,237.769804,3.449553218,0.015559385,0
0.120323,0.148747,0.150493,0.451462,0.085269,0.038745,0.00496,-1.847030447,-0.528918289,25.12785363,206.029952,3.129310933,0.017085237,2
0.077646,0.501814,0.148681,0.166117,0.038849,0.06464,0.002253,-2.05084256,-0.64209647,25.7161388,214.702334,2.9266858,0.024832375,2
0.151923,0.147859,0.238737,0.213672,0.201031,0.044216,0.002562,-1.32700115,-0.60375014,25.0790614,227.489301,4.830555046,0.018309631,2
0.048557,0.176991,0.29313,0.3574,0.077003,0.037201,0.009717,-0.878922499,0.111292241,25.34350854,197.0774111,4.295557795,0.019874223,2
0.300962,0.121995,0.113522,0.250296,0.053662,0.143639,0.015924,-2.78861276,-1.14410826,25.1451762,223.964506,3.991196482,0.016076904,2
0.320556,0.13623,0.247204,0.117541,0.038046,0.118514,0.02191,-2.445048705,-0.593561216,25.36351284,219.1969218,5.897527676,0.017202382,2
0.186862,0.413368,0.202649,0.062669,0.028815,0.094408,0.01123,-2.279090071,-0.624240666,25.6990337,219.2413638,4.39320702,0.023971639,2
0.21233,0.187874,0.246289,0.266454,0.025918,0.057346,0.003789,-2.15405202,-0.32010679,25.4302699,206.698268,4.283882993,0.018881164,2
0.462393,0.099122,0.241944,0.060517,0.105753,0.009942,0.020329,-3.33217287,-0.6864766,25.2320954,232.098971,5.571161314,0.013020034,0
0.191064,0.053198,0.454094,0.04195,0.141243,0.093385,0.025066,-0.50957962,0.22108343,25.3098728,215.278128,7.80735242,0.015603548,2
0.035624,0.060879,0.492321,0.305053,0.041919,0.022067,0.042136,0.151829782,1.185160955,25.45607026,176.964712,4.879513063,0.012538277,2
0.080341,0.417167,0.355138,0.039784,0.069706,0.036726,0.001138,-1.11570451,0.091144,25.809963,210.652599,4.835738004,0.027412192,2
0.204588,0.149347,0.461822,0.011528,0.10687,0.045041,0.020805,-0.895978634,0.373872446,25.51748088,211.7435813,6.940001413,0.01929094,2
0.067027,0.040797,0.600223,0.161526,0.05278,0.026514,0.051133,0.52192103,1.51123765,25.5543951,178.530515,5.425307609,0.012137885,2
0.166622,0.182939,0.466457,0.087156,0.054921,0.028106,0.013799,-0.9193187,0.57513404,25.6429389,200.600012,5.804996849,0.020166393,2
0.202068,0.08692,0.185586,0.378145,0.084317,0.055205,0.007758,-2.058791889,-0.556818797,25.10665271,210.7003377,4.004827306,0.013656046,2
0.111376,0.177746,0.064457,0.386738,0.198355,0.05671,0.004618,-1.80788778,-1.14573496,24.8891936,228.239556,2.47825316,0.018447672,2
0.459438,0.171115,0.262975,0.021486,0.027227,0.040405,0.017354,-3.4672653,-0.57341188,25.489159,225.023194,5.585216303,0.016603559,2
0.050865,0.252567,0.464227,0.055811,0.12602,0.03908,0.01143,-0.10923335,0.5178121,25.6056251,206.793357,5.972822556,0.024758465,2
0.04615,0.232459,0.449253,0.19457,0.046312,0.019918,0.011338,-0.40309724,0.73927111,25.6722834,190.707698,4.666330835,0.02312986,2
0.169557,0.049322,0.020714,0.551078,0.053041,0.156094,0.000194,-2.38519591,-1.30266249,24.8877098,212.476167,1.826864282,0.012544249,2
0.181114,0.17648,0.361954,0.194388,0.030928,0.044577,0.010558,-1.470660421,0.193978594,25.54132604,200.7876878,5.220975408,0.019084709,2
0.347567,0.046078,0.359084,0.065996,0.031384,0.121906,0.027985,-2.02937095,-0.1780112,25.3885199,214.105347,7.358316113,0.012932842,2
0.212647,0.089067,0.39614,0.091335,0.174221,0.021346,0.015243,-1.042914843,0.052465112,25.24403434,220.0651621,6.61313931,0.015701189,2
0.457912,0.361077,0.054673,0.06063,0.005977,0.043771,0.01596,-4.5703154,-1.33763796,25.5358996,234.203084,2.401293906,0.020061728,0
0.040799,0.060428,0.415902,0.161506,0.29078,0.013895,0.016689,0.385523986,0.194791855,24.9987606,221.6254816,6.763973197,0.016580746,2
0.363113,0.117292,0.396911,0.038085,0.030696,0.031191,0.022711,-2.291985872,0.127835428,25.54430544,211.1318031,6.558433171,0.014820583,2
0.247234,0.044173,0.205272,0.294378,0.113326,0.075981,0.019636,-2.00072024,-0.61263094,25.0331108,217.72155,5.119195033,0.01237722,2
0.034999,0.056175,0.753579,0.06023,0.03833,0.030601,0.026085,1.17002883,1.943975394,25.80433,174.7595228,4.227398008,0.012119624,2
0.045999,0.306846,0.273846,0.245634,0.074193,0.052398,0.001084,-1.08770241,-0.11299417,25.5233684,205.316233,4.134550899,0.025082227,2
0.116421,0.177994,0.317629,0.113248,0.129421,0.130185,0.015102,-0.75819079,-0.31126426,25.3246608,218.983959,6.438578719,0.021031537,2
0.740575,0.110844,0.031739,0.051331,0.029678,0.016683,0.01915,-6.02462059,-1.73810942,25.1753605,248.455315,2.100815633,0.009989286,0
0.062006,0.354561,0.00402,0.436243,0.028106,0.108972,0.006091,-2.307267477,-1.097547648,25.32075342,209.6184286,1.321423917,0.023343163,2
0.089778,0.386016,0.192687,0.161239,0.082618,0.080139,0.007522,-1.62993562,-0.574313874,25.53602494,217.4478104,4.024464328,0.024323349,2
0.090751,0.568967,0.225289,0.050147,0.027837,0.027557,0.009453,-1.96986549,-0.266709483,25.92887877,212.4166476,3.691646597,0.025706212,2
0.04712,0.229835,0.187659,0.278544,0.192457,0.059598,0.004786,-0.991681522,-0.643692024,25.11724822,222.6529437,4.107811909,0.021516153,2
0.174557,0.252405,0.335722,0.088981,0.124805,0.018706,0.004824,-1.43905057,-0.10616766,25.4791819,218.299661,5.325170696,0.022472893,2
0.312155,0.333274,0.182517,0.064572,0.009552,0.085315,0.012615,-3.07535259,-0.78948853,25.6174641,222.551479,4.314118753,0.02235835,2
